City,Country,Latitude,Longitude,Date,Cloudiness,Humidity,Max Temp,Wind Speed
Victor Harbor,AU,-35.57,138.62,1594685218,0,95,46.0,3.71
Mkushi,ZM,-13.62,29.39,1594685218,0,79,52.0,4.81
Ankpa,NG,7.37,7.63,1594685218,98,94,71.47,8.7
Ubatuba,BR,-23.43,-45.07,1594685219,52,73,73.31,2.01
Atasū,KZ,48.68,71.64,1594685219,0,48,63.52,9.78
Adrar,MR,20.5,-10.07,1594685220,23,13,97.03,8.03
Oirschot,NL,51.51,5.31,1594685220,90,87,57.0,1.12
Borogontsy,RU,62.67,131.17,1594685220,39,51,74.05,7.05
Oktyabr'skoye,RU,43.06,44.74,1594685221,78,94,68.0,4.47
Lososina,RU,49.0,140.31,1594685221,92,86,61.18,2.13
Vanimo,PG,-2.67,141.3,1594685221,74,67,83.41,4.7
Sibolga,ID,1.74,98.78,1594685143,96,71,77.83,2.37
Portland,US,45.52,-122.68,1594685045,20,29,81.0,9.17
Cap-aux-Meules,CA,47.38,-61.86,1594685222,75,88,66.2,8.05
Muros,ES,42.78,-9.06,1594685222,51,77,64.0,8.01
Kondinskoye,RU,59.65,67.41,1594685223,24,80,59.58,4.76
Wajima,JP,37.4,136.9,1594685223,75,100,68.0,5.82
Giohar,SO,2.78,45.5,1594685223,78,84,74.64,13.06
San Juan,AR,-31.54,-68.54,1594685194,0,63,42.57,3.53
Longyearbyen,SJ,78.22,15.64,1594685223,75,81,46.4,5.82
Pascagoula,US,30.37,-88.56,1594685224,1,74,82.99,4.7
São João da Barra,BR,-21.64,-41.05,1594685224,5,79,72.27,7.11
Pemangkat,ID,1.17,108.97,1594685197,95,91,76.41,8.55
Beringovskiy,RU,63.05,179.32,1594685225,100,88,50.68,3.83
Şuhut,TR,38.53,30.55,1594685225,0,83,58.19,5.14
Carolina,PR,18.38,-65.96,1594685226,75,83,84.2,13.87
Brusque,BR,-27.1,-48.92,1594685226,100,97,60.01,2.95
Anloga,GH,5.79,0.9,1594685226,40,88,77.0,9.17
Doha,QA,25.29,51.53,1594685220,76,59,95.0,5.82
Waipawa,NZ,-41.41,175.52,1594685227,1,81,52.0,3.36
Chapleau,CA,47.84,-83.4,1594685227,20,40,73.4,3.36
Charters Towers,AU,-20.1,146.27,1594685227,74,40,59.56,14.65
Berdigestyakh,RU,62.1,126.7,1594685227,37,49,74.32,8.12
Desna,UA,50.93,30.76,1594685227,34,58,62.01,11.18
Sault Ste. Marie,CA,46.52,-84.33,1594684933,1,49,73.4,8.05
Cañete,CL,-37.8,-73.4,1594685228,4,83,45.72,2.26
Moose Factory,CA,51.26,-80.61,1594685228,1,82,62.6,9.17
Ocampo,MX,21.65,-101.5,1594685228,0,23,75.24,12.24
Benghazi,LY,32.12,20.07,1594684994,0,81,77.4,11.86
Bend,US,44.06,-121.32,1594685031,1,14,78.8,3.36
Lidköping,SE,58.51,13.16,1594685229,95,93,55.4,6.93
Palmer,US,42.16,-72.33,1594685229,40,73,77.0,6.93
Taunggyi,MM,20.78,97.03,1594685230,100,100,63.45,2.8
Karatau,KZ,43.17,70.47,1594685230,97,37,68.23,3.87
Departamento de Maldonado,UY,-34.67,-54.92,1594685230,20,52,46.99,25.28
Padang,ID,-0.95,100.35,1594685230,100,73,77.86,3.65
Salinópolis,BR,-0.61,-47.36,1594685231,32,86,78.84,11.45
Chara,RU,56.91,118.26,1594685231,45,62,70.99,1.9
Evensk,RU,61.95,159.23,1594685231,95,85,58.03,11.1
Chapais,CA,49.78,-74.85,1594685222,1,33,73.4,10.29
Avon Park,US,27.6,-81.51,1594685221,1,62,87.8,4.7
Lékoni,GA,-1.58,14.26,1594685232,64,77,72.79,6.51
Rajaori,IN,33.38,74.3,1594685232,0,48,76.37,4.18
Palana,RU,59.12,159.97,1594685233,81,76,57.87,8.48
Itoman,JP,26.12,127.67,1594685233,20,84,87.8,8.05
Atbasar,KZ,51.8,68.33,1594685233,0,72,63.45,5.14
Salamanca,ES,40.83,-6.0,1594685233,0,52,72.0,5.82
Vestmanna,FO,62.16,-7.17,1594685234,85,100,50.0,6.93
Pāsighāt,IN,28.07,95.33,1594685234,98,76,78.85,2.33
Amga,RU,60.9,131.96,1594685234,90,84,71.06,4.97
Katsuura,JP,35.13,140.3,1594685206,90,94,73.99,10.29
Hlatikulu,SZ,-26.97,31.32,1594685234,0,75,42.8,4.7
Zhashkiv,UA,49.25,30.11,1594685235,1,85,51.93,12.8
Caramay,PH,10.18,119.24,1594685235,100,75,82.13,3.22
Kanniyākumāri,IN,8.08,77.57,1594685235,57,79,80.37,18.61
Makambako,TZ,-8.85,34.82,1594685235,0,80,52.21,9.44
Rockland,US,41.17,-74.05,1594685235,8,70,84.99,5.82
St. George's,GD,12.06,-61.75,1594685236,20,83,82.4,13.87
Vila Franca do Campo,PT,37.72,-25.43,1594685236,20,82,66.2,9.17
Neuquén,AR,-38.95,-68.06,1594685039,35,55,39.2,3.36
Sribne,UA,50.66,32.92,1594685237,100,78,56.25,15.55
Poronaysk,RU,49.22,143.12,1594685237,100,87,57.11,6.73
Voh,NC,-20.97,164.7,1594685237,98,56,78.17,4.12
Khāsh,IR,28.22,61.22,1594685238,12,72,70.59,2.24
Omboué,GA,-1.57,9.26,1594685238,67,87,72.05,8.61
Līsakovsk,KZ,52.54,62.49,1594685238,77,58,68.67,2.93
Port Macquarie,AU,-31.43,152.92,1594685238,100,88,53.01,4.0
Marawi,PH,8.0,124.29,1594685239,84,84,79.0,3.0
Santiago,CL,-33.46,-70.65,1594685239,0,55,60.8,1.12
Kargil,IN,34.57,76.1,1594685239,0,53,51.12,5.7
Bulgan,MN,48.81,103.53,1594685240,71,78,62.83,2.8
Magán,ES,39.97,-3.93,1594685240,4,47,78.01,8.05
Bolotnoye,RU,55.67,84.4,1594685240,2,94,59.2,5.64
Shimoda,JP,34.67,138.95,1594685241,75,100,73.4,12.75
Ust'-Uda,RU,54.17,103.03,1594685241,10,66,71.91,2.64
Opotiki,NZ,-38.08,177.28,1594685241,100,93,57.99,3.0
Vallenar,CL,-28.57,-70.76,1594685241,0,55,62.11,2.15
Egersund,NO,58.45,6.0,1594685004,100,97,54.0,1.01
Montluçon,FR,46.33,2.6,1594685242,38,77,60.01,2.64
Tadine,NC,-21.55,167.88,1594685242,100,66,75.96,9.15
Chandler,US,33.31,-111.84,1594685243,75,14,111.0,6.93
Rincon,US,32.3,-81.24,1594685243,40,49,93.2,10.29
Samarai,PG,-10.62,150.67,1594685244,96,89,79.14,11.63
Türkan,AZ,40.36,50.22,1594685244,0,88,77.0,6.93
Tagusao,PH,9.19,117.81,1594685244,99,79,81.36,6.04
Luleå,SE,65.58,22.15,1594685245,99,100,50.0,3.36
Srednekolymsk,RU,67.45,153.68,1594685245,4,36,66.16,10.2
Mokrous,RU,51.23,47.52,1594685245,12,30,78.03,12.64
Kollegāl,IN,12.15,77.12,1594685246,100,87,72.45,4.79
Deputatsky,RU,69.3,139.9,1594685246,100,97,51.1,6.17
Cetate,RO,44.1,23.05,1594685246,52,69,62.74,4.47
Tefé,BR,-3.35,-64.71,1594685247,83,94,74.52,2.01
Mishan,CN,45.55,131.88,1594685247,0,71,73.45,1.5
Agirish,RU,61.92,63.02,1594685247,83,71,52.16,6.78
Seagoville,US,32.64,-96.54,1594685248,1,47,96.8,11.41
Nicoya,CR,10.15,-85.45,1594685248,75,74,82.4,3.36
Kirakira,SB,-10.45,161.92,1594685248,100,75,83.23,12.41
Lebedinyy,RU,58.52,125.52,1594685248,92,72,72.03,3.27
Chunskiy,RU,56.08,99.63,1594685248,82,62,69.78,2.17
Hildburghausen,DE,50.43,10.73,1594685249,27,72,59.0,2.89
Kholodnyy,RU,62.72,147.95,1594685249,74,46,73.98,1.5
Makkah al Mukarramah,SA,21.43,39.83,1594685249,72,29,82.78,2.62
Sfântu Gheorghe,RO,45.87,25.78,1594685249,44,82,54.0,0.27
Paamiut,GL,61.99,-49.67,1594685250,0,85,43.09,4.63
Mount Gambier,AU,-37.83,140.77,1594685164,0,93,41.0,6.82
Tsimmerbude,RU,54.67,20.13,1594685250,40,87,55.4,2.24
Maridi,SS,4.92,29.47,1594685251,94,97,66.2,3.24
Carbonia,IT,39.17,8.52,1594685251,3,78,78.01,4.7
Nara,JP,34.69,135.8,1594685252,75,100,75.2,3.36
Litovko,RU,49.24,135.17,1594685252,30,81,71.33,5.06
Benguela,AO,-12.58,13.41,1594685252,23,87,66.43,3.58
Canoinhas,BR,-26.18,-50.39,1594685252,33,98,59.11,2.46
Ruteng,ID,-8.61,120.47,1594685253,17,89,66.51,1.81
Jizan,SA,17.33,42.67,1594685253,40,49,93.2,11.41
Leshukonskoye,RU,64.9,45.76,1594685253,98,87,54.07,4.09
Mayna,RU,54.11,47.62,1594685253,37,59,72.41,11.5
Hof,DE,50.32,11.92,1594685254,65,68,55.0,1.01
Monrovia,LR,6.3,-10.8,1594685079,100,86,76.3,12.01
Monroe,US,43.15,-77.68,1594685255,40,56,75.0,9.17
Khandyga,RU,62.67,135.6,1594685255,73,73,73.6,4.7
Gimli,CA,50.63,-96.99,1594685255,84,99,73.0,5.46
Okhotsk,RU,59.38,143.3,1594685256,47,64,65.57,2.73
Nurota,UZ,40.56,65.69,1594685256,0,39,78.8,11.41
Cartagena,CO,10.4,-75.51,1594685122,20,70,87.8,6.93
Funadhoo,MV,6.15,73.27,1594685256,42,69,83.82,6.15
Vila,PT,42.03,-8.16,1594685257,29,42,71.01,10.29
Simpelveld,NL,50.83,5.98,1594685257,48,82,59.0,1.95
Ko Samui,TH,9.54,99.94,1594685257,20,83,80.6,12.06
Basoko,CD,1.24,23.62,1594685257,99,93,72.43,2.86
Neryungri,RU,56.67,124.65,1594685257,75,57,78.76,0.49
Ubari,LY,26.59,12.78,1594685258,0,25,78.35,9.13
Lipin Bor,RU,60.26,37.98,1594685258,100,96,55.69,8.34
Hamilton,US,39.18,-84.53,1594685204,20,51,82.99,5.82
Snezhnogorsk,RU,69.19,33.25,1594685258,4,93,39.2,2.24
Dondo,MZ,-19.61,34.74,1594685259,0,84,56.57,3.96
Marapanim,BR,-0.72,-47.7,1594685259,18,94,75.38,5.84
Suratgarh,IN,29.32,73.9,1594685259,2,43,95.99,1.61
Cancún,MX,21.17,-86.85,1594685259,40,70,84.2,9.17
Shīeli,KZ,44.17,66.75,1594685260,0,30,76.98,12.73
Galle,LK,6.04,80.22,1594685260,89,85,81.21,11.3
Bucksport,US,44.57,-68.8,1594685261,39,82,72.0,1.01
Manacapuru,BR,-3.3,-60.62,1594685261,20,83,82.4,2.62
Luorong,CN,24.41,109.61,1594685261,20,81,81.59,1.79
Chernyshevskiy,RU,63.01,112.47,1594685261,48,57,69.94,3.36
La Orilla,MX,17.98,-102.23,1594685262,5,71,84.18,6.53
Puerto Baquerizo Moreno,EC,-0.9,-89.6,1594685262,16,90,66.88,10.29
Dzilam González,MX,21.28,-88.93,1594685262,15,72,87.01,8.99
Barranca,PE,-10.75,-77.77,1594685000,15,90,60.21,6.44
Novo Aripuanã,BR,-5.12,-60.38,1594685262,21,86,75.52,1.41
Hedaru,TZ,-4.5,37.9,1594685263,14,86,62.56,1.97
Hualmay,PE,-11.1,-77.61,1594684968,10,84,62.13,8.28
Cap Malheureux,MU,-19.98,57.61,1594685263,1,80,70.0,1.99
Kununurra,AU,-15.77,128.73,1594685263,0,27,64.4,9.17
Slavyanka,RU,42.86,131.38,1594685264,27,75,66.16,3.85
Ilhéus,BR,-14.79,-39.05,1594685264,83,83,70.88,2.28
Esim,GH,4.87,-2.24,1594685264,44,85,75.33,12.24
Garoowe,SO,8.41,48.48,1594685107,69,68,75.6,20.94
Sarti,GR,40.1,23.98,1594685266,18,64,71.74,18.7
Nefteyugansk,RU,61.1,72.6,1594685266,1,87,57.2,8.95
Saint-Ambroise,CA,48.55,-71.33,1594685266,75,88,66.2,6.93
Aklavik,CA,68.22,-135.01,1594685042,40,48,66.2,2.24
Ivankiv,UA,50.94,29.89,1594685267,23,58,59.0,11.18
Melito di Porto Salvo,IT,37.92,15.77,1594685267,40,88,75.99,8.05
Waiouru,NZ,-39.48,175.67,1594685267,99,82,52.3,1.14
Kudahuvadhoo,MV,2.67,72.89,1594685268,53,70,84.11,7.31
Matara,LK,5.95,80.54,1594685268,78,88,79.86,8.9
Cabinda,AO,-5.55,12.2,1594685268,16,84,70.79,6.26
Mildura,AU,-34.2,142.15,1594685269,0,100,44.01,8.05
Egvekinot,RU,66.32,-179.17,1594685269,97,77,47.37,4.05
Grand Gaube,MU,-20.01,57.66,1594685269,3,80,70.0,1.99
Lundazi,ZM,-12.29,33.18,1594685269,41,70,56.07,6.29
Ashoknagar,IN,24.57,77.72,1594685269,73,79,79.14,11.32
Sovetskiy,RU,61.36,63.58,1594685270,93,80,55.76,6.15
Feicheng,CN,35.26,117.97,1594685270,99,75,73.54,1.59
Tongren,CN,27.72,109.19,1594685270,96,89,75.34,1.59
Bonthe,SL,7.53,-12.51,1594685270,100,85,76.53,9.73
Skjervøy,NO,70.03,20.97,1594685271,41,71,53.89,12.3
Dubrovka,RU,53.69,33.51,1594685271,99,88,54.18,12.88
Oyama,JP,36.3,139.8,1594685271,90,100,66.2,5.82
Abhā,SA,18.22,42.51,1594685271,52,56,71.6,6.93
Agropoli,IT,40.35,15.0,1594685272,0,52,73.0,7.0
Walvis Bay,NA,-22.96,14.51,1594685272,0,93,53.01,1.12
Argayash,RU,55.49,60.88,1594685272,0,72,64.4,4.47
